Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6977_v5_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6978_nls_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6979_nes_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6980_mt-MAFG_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6981_MAFG-mt_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6982_v5_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6983_nls_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6984_nes_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6985_mt-MAFG_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6986_MAFG-mt_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6987_v5_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6988_nls_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6989_nes_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6990_mt-MAFG_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6991_MAFG-mt_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6992_v5_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6993_nls_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6994_nes_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6995_mt-MAFG_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6996_MAFG-mt_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6997_v5_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6998_nls_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6999_nes_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7000_mt-MAFG_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7001_MAFG-mt_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7002_v5_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7003_nls_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7004_nes_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7005_mt-MAFG_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7006_MAFG-mt_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7007_v5_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7008_nls_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7009_nes_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7010_mt-MAFG_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7011_MAFG-mt_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7012_v5_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7013_nls_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7014_nes_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7015_mt-MAFG_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7016_MAFG-mt_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7017_v5_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7018_nls_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7019_nes_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7020_mt-MAFG_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7021_MAFG-mt_sulf_3.raw
Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8	2	2					8561.33				13309	16345.3				8794.25	16263.3				7289.38	15304.8					18907.3				9137.18	11667.9					13342.4				8646.09					19215.2	14285.8
Q96H79	ZCCHL_HUMAN	ZC3HAV1L	Zinc finger CCCH-type antiviral protein 1-like	1	1					54972.8				65839.5	13801.1				57971.9	72716.9	24352.5		62348.5	57669.9	42893.1			95970.6	61549.3	45727.7			74491	68216.6	67132.3			55018.1	116181	66101.7	87254.4		69830			58818.7	68314.6		67166	50947.1
Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	4	4	31624.3	33476.8	20893	20754.9	19588.5	23769.8	15781	23044.1	28313	10189	32543.4	27226.8		20766.2	22153.2		15419.7	16675.7	9033.32	12510.5	12387.7	17001.9	22146.1	13731.5	12354.8			21550.7	15342.7	12803.6	29235.8	16340.5	20260.3	16228.2	37350.4	20202.7	31722.5	20471	14206.3	15336.2	21111.7	18629.4	22403.9	13431.2	13478.5
Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	3	3	3355.98	3571.3		4350.95	4531.76		5631.69		4213.67	3355.74				2845.3	3819.75	6015.19			3119.95	3112.48	3330.44	3513.31	3140.98	3296.93	3306.56	15831.3	5973.74	5228.26	4487.54	5236.67					5715.48				5959.81		3853.12		3459.76	6111.85	6853.65
Q96HW7	INT4_HUMAN	INTS4	Integrator complex subunit 4	3	3				2591.59	2776.88					2517.24				1846.71					1467.38	2696.15				3591.95				2026.73	2625.94	2094.4															2166.43
Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	3	3				18245.1	12932.7	10677.3	13211.7		21683.3	11655				16605.6	19366.9	18330.5		20261.1	16083.9	18667.3	12283.8	11541.7	16293	22669.9	20599	33828.8	27262.4	12834.5	21046.5	18121.8					18896.4	11452.2					15588.7		11589.2	23394.1	18424
Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	5	5	7917.15	15670.9		27528.2	24918.1	8095.83	9755.57	12703.5	38338.2	20645		17190.6		22249.1	17648.9	17356.2			37778.7	26729.7	17389.2	43356.9		42256.2	27201.3	15713.8	23977.1		39397.1	25291.7				26382	14300.3		11034.4		20675.8	18868				32203.2	21459
Q96I59	SYNM_HUMAN	NARS2	Asparaginyl-tRNA synthetase	1	1					4763.95	3515.72	2776.89		6440.47	3062.69	11710.8			4931.77	6866.94	4598.19		4408.58	5536.08	5195.09	4453.75	6286.51	7980.51	5606.8	4431.84			4095.11	5930.16						7615.13			5749.49			10738	8606.16	3803.17	2868.92	6346.36
Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	2	2																4316.63												3139.37																	
Q96IX5	ATPMK_HUMAN	ATP5MK	ATP synthase F(0) complex subunit k, mitochondrial	1	1	20717.6	25357.8		18448	20876.1	12347.5	18299.6		20177.2	16807				19878.3	16781.5	43268.1			14700.8	14914.9	26901.1	30529.6		11633.3	9271.39	58020.5	47215.3	28256.7	18943	13597.1									15433.9		14182.9			20014.5	17309.3
Q96IZ5	RBM41_HUMAN	RBM41	RNA-binding protein 41	6	6				10425.1	16265.4				13013.6	17768.6				6753.03	13942.7				13790.3	16622.2		3120.09		10665.1	18470.6				11152	15222.9				8548.9					9726.2					15316.2	16401.3
Q96J01	THOC3_HUMAN	THOC3	THO complex subunit 3	4	4	398088	297936	302971	314662	255257	226624	123722	295105	268858	139338	339374	362342		256011	286326	49302.6	344535	253233	148019	247014	59063.8	272098	246589	125562	149337	31542.2	35981.4	316290	268990	196853	354721	319519	248397	234923	329481	256687	326065	263956	226989	227525	223367	277962	257696	172911	170607
Q96JB3	HIC2_HUMAN	HIC2	Hypermethylated in cancer 2 protein	2	2				5615.98					7796.44					7881.35	3169.91				7567.66	3661.71				6000.95	2820.21				8012.05	2616.8									6744.44					7486.18	3528.84
Q96JB5	CK5P3_HUMAN	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	1	1	4748.16																					3211.01						2894.52		3394.8															
Q96JG8	MAGD4_HUMAN	MAGED4	Melanoma-associated antigen D4	1	1																				17409.8																									
Q96JH7	VCIP1_HUMAN	VCPIP1	Deubiquitinating protein VCPIP1	1	1																			1120.69						2013.61																				
Q96JK2	DCAF5_HUMAN	DCAF5	DDB1- and CUL4-associated factor 5	3	3				91884.4	69048.5				159020	94042.3					114091				54038.4	56544.5		49696.3		81365.1	88963.7				55613.8	87242.2														135427	100421
Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1	15	15	45032.8	67771.9		517649	509800	53042.2	37883.9		525740	467618	63244.6	156355		462655	610777	40264.4	88584.2		425585	653139	31260.5	97850.5		540890	547976	54183.3	65749.4	15491.7	463773	492190	66303.4			651054	615065		51224.5		591724	670825	35796.8	37538	20963	611127	432666
Q96JM7	LMBL3_HUMAN	L3MBTL3	Lethal(3)malignant brain tumor-like protein 3	11	11				147680	103839				194229	113216				121031	151786				163009	152202		25267.7		162162	156272				155853	125075				168457	133561				146385	149595				184599	107366
Q96JN0	LCOR_HUMAN	LCOR	Ligand-dependent corepressor	4	4				14553.2	15394.9				21582.1	14890.8				14512.9	15145.9				19505.9	21874.6				17726.8	15957.3				16212.2	14322.2				29411.4					21804.5					24286.6	16403.3
Q96JP5	ZFP91_HUMAN	ZFP91	E3 ubiquitin-protein ligase ZFP91	7	7	87854.9	246886		1.51122e+06	1.01876e+06	60488.7	152613		1.8083e+06	1.321e+06		259303		1.22801e+06	1.25769e+06	16130.7	234698		1.27256e+06	1.05738e+06		430523		1.82354e+06	1.36256e+06		88899.8	11593.3	1.15192e+06	876198	58403.9	145614		1.93047e+06	950283	69798.5	217040		2.10418e+06	1.01583e+06	43976.1	314150		1.87302e+06	790302
Q96K83	ZN521_HUMAN	ZNF521	Zinc finger protein 521	1	1				10429.7	4998.85				7985.06					4742.59					6988.65	7673.99					5671.34				7276.42										6395.25					10233.5	
Q96KB5	TOPK_HUMAN	PBK	Lymphokine-activated killer T-cell-originated protein kinase	1	1							3586.64																																						
Q96KM6	Z512B_HUMAN	ZNF512B	Zinc finger protein 512B	14	14				77745	49555				88259.8	47257.7				91723.9	104185				82262.2	77307				106141	74253.2				93199.5	55221.8				74557.8	71342.5				81703.8					106601	56517.4
Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase	2	2							10111.5							2957.59	3336.32			2928.25		4562.92	5992.13				5331.49			4084.15	2732.28	3090.99								2977.77	3089.09					2797.57	3965.47
Q96KQ7	EHMT2_HUMAN	EHMT2	Histone-lysine N-methyltransferase EHMT2	7	7				84767.7	116735				106360	76724.6				86208.6	107823				83318.8	89288.1		7738.52		83541.5	94743.8				93556.2	87357.3				88866.7	86906.1				50761.1	92894				71290.2	64594.3
Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein	5	5	17636.4	20790	17320.5	30344	33225.8	19045.7	17789.6	26393.4	41401.8	24534		25968.2	66789.6	25713.1	25910.3	10059.7	22804.9	23248	26882.8	27477.6	11321	40696.7	24772.9	25922.5	23322.9		16813.9	28768.3	40087.6	30449	17649.4		20573.5	18341.7	28911.3		22567	19058.8	24075	25493.4	25173.2	33332.5	16485.4	31074.4	23265.2
Q96L73	NSD1_HUMAN	NSD1	Histone-lysine N-methyltransferase, H3 lysine-36 specific	41	41				450393	584629				571522	508267		82584.4		451028	648211		72575.6		492243	591729		57431.2		494039	547354				455517	521659				610990	553398				549607	644044				541621	450583
Q96L91	EP400_HUMAN	EP400	E1A-binding protein p400	32	32				136054	182755				195112	138683				149258	181252				171528	187982		34124.1		163191	160255				184993	168290				167164	146806				189761	136178				168132	132088
Q96L93	KI16B_HUMAN	KIF16B	Kinesin-like protein KIF16B	1	1				69668.8	20996.6				75940.2	43163.3				47294.9	13896.8				52975.6	24050.7				104777	25004.1				64789.4	22210.4					15834.9				30052.7					62412.1	34271.4
Q96M27	PRRC1_HUMAN	PRRC1	Protein PRRC1	1	1									2567.83											2316.1					1959.71																				2367.84
Q96M89	CC138_HUMAN	CCDC138	Coiled-coil domain-containing protein 138	3	3									265746	197238									183077						229864			138316	254973	227267														454301	304024
Q96ME7	ZN512_HUMAN	ZNF512	Zinc finger protein 512	4	4				17869.6	12372.1				33044.6	9003.31				20776.9	8289.37				16432.7	17049.6		3833.54		13674.5	10885.9			8039.64	22381.2	11806				15278.9										12270.5	
Q96MF7	NSE2_HUMAN	NSMCE2	E3 SUMO-protein ligase NSE2	1	1	4690.19	8743.92		7206.83	4198.25	5439.52			2645.99	3460.12				5021.33					2658.92	6252.53		3930.62		7117.45	3514.14			5690.67	4148.12	4493.88					6911.7								4636.12	6330.85	4537.07
Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7	9	6	9069.07		9703.8		8358.86	14159.3		17226.3	6340.91	10933.6				6318.14	8565	7300.63		26878.7	4846.6	6227.02	6062.21		34270.2	5572.16	4709.29			25103.7	7620.49	7259.98	11736.6		16697.5	7921.42				25111.4			7883.72		18632.2	8574.54	8748.36
Q96NC0	ZMAT2_HUMAN	ZMAT2	Zinc finger matrin-type protein 2	1	1									1090.87	1852.59				1584.64						1340.83				1071.14					1320.19	1572.72														1383.81	1182.36
Q96NY9	MUS81_HUMAN	MUS81	Structure-specific endonuclease subunit MUS81	4	4				15841.3	9112.78				9452.73					8270.89					9199.7	7390.44				10201.5	7995.58				13351.6	7516.64															
Q96P11	NSUN5_HUMAN	NSUN5	28S rRNA (cytosine-C(5))-methyltransferase	1	1				5630.16						2574.4									1865.89	3283.52				1805.01				2615.69																	3571.61
Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	2	2					1957.76										2268.95				1342.9										2802.48						3620.04		2865.32								
Q96P63	SPB12_HUMAN	SERPINB12	Serpin B12	3	3		84358.3	48274.8	37666.3	61770.1	76372.1	31601.7	70939.5	30457	33646.6	37805.3	105680		22159.6	43212.2	37621.1	26977	20457.4	4286.86	10952.4	113050	43265.7	37614.3	16730	6980.55	18602.4	15287.5	9364.4		18423.2	67013.2	446747	141672		38810.9				69940.1		38065.8	40589.3	102729	37748	36290.2
Q96P70	IPO9_HUMAN	IPO9	Importin-9	7	7	7720.14	7749.26		18881.1	8363.88		17234.6		16561.6	10968				10643.9	10642.9	15440.5		9142.02	14373.7	10488.8	8826.36	7003.73	9941.65	15928.7	9785.32	8325.16	12323.6	8090.09	16300.7	10210.8				13328.7			8603.57		12269.6		7869.35		9837.5	19668.1	13584.1
Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	10	10	63581.9	184548	68446.1	146027	167362	103113	112174	93536.4	232035	187522	145594	191411	269359	153583	154441	77534.1	197196	214170	234808	140798	78832.1	363958	168639	225802	220448	118447	100441	117849	295150	206067	68605.2	118152	79099	129834	140767	114927	150178	70414.3	141025	180284	120341	242207	75795.1	119332	189286
Q96PQ6	ZN317_HUMAN	ZNF317	Zinc finger protein 317	5	5				64775.6	35696.3				89505.5	31461				60421.6	31328.5				50830.4	36392.2				57529.7	25637.5				43385.8	22431.7				56272.6	28351.5				68502.1	42217.6				76306	24685.3
Q96PU8	QKI_HUMAN	QKI	KH domain-containing RNA-binding protein QKI	2	2					12031.4				7911.36	8425.33				2490.66	11494					14577.7				3143.17	10551.2				3855.18	6661.45					12854.9				4210.56					4695.8	8797.9
Q96PV6	LENG8_HUMAN	LENG8	Leukocyte receptor cluster member 8	4	4				27269.1	46041.5				21912.6	44983.6				20941.1	42525.5				28545	45885.1		17116.7		21327.1	44460.2				20535.1	45210.6					39577.2					46913.5				25373.5	34403.8
Q96PY6	NEK1_HUMAN	NEK1	Serine/threonine-protein kinase Nek1	3	3	13856.7		29557.6	13196.6	14339.1	37830.7		70567.4	17831.9	18294.4				21353.7	33167.7	13297.5		67844.7	10738	21041.2			73663.4	12945.3	29926.4			52081.6	15315.2	23850.2	15947.8		66697			30345		70786.2			15632.3		45014.7	15586.2	12227.2
Q96PZ0	PUS7_HUMAN	PUS7	Pseudouridylate synthase 7 homolog	6	6	7415.88			18861.3	20762.2				20336.1	15267.3				15682	20129.7				12243.3	21118.9		15460.5		16648.7	22737.6		6252.41	12824.4	17791.9	26360.4					25962.6				14310.9		10842.8		16039.4	29710.1	21265.2
Q96Q89	KI20B_HUMAN	KIF20B	Kinesin-like protein KIF20B	21	21				192541	173469				202801	139543				193113	163457				210350	207639				203667	151610				204114	144188				180806	202289				244135	217838				180470	121063
Q96QA5	GSDMA_HUMAN	GSDMA	Gasdermin-A	2	2		6547.73			4466.38					3238.65						3717.35					5293.85	6815.09		2884.28	2169.65				2207.03													6527.97			3634.62
Q96QC0	PP1RA_HUMAN	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10	7	7				69290.2	53527.4				94516.3	54382.2				58979.7	55646.2				72409.7	70603.3		15676.5		93095.5	65469.9		26636.4		71012	56503.5				72699.7	52429				71715	33807.4				89960.2	45358.8
Q96QD5	DEPD7_HUMAN	DEPDC7	DEP domain-containing protein 7	13	13	81624.7	25641		215970	198857	96837.5			281705	247631	76462.5			181138	277778		63014.1	49260	241398	263739		53324.9	51555.4	254900	274204			35191	216741	207938	94665		55678.7	335487	197636	152031	28401.9	47067.8	250995	234652	80694.1		40180.7	310563	232055
Q96QE3	ATAD5_HUMAN	ATAD5	ATPase family AAA domain-containing protein 5	11	11				26397.8	23955.4				31153.1	22176.1				23461.1	19319.7				23489.4	21093.4				16725.3	18242				23516.8	20828.5				41211.4	29869.5				27247.5	22020.4				31342.7	21012.3
Q96QK1	VPS35_HUMAN	VPS35	Vacuolar protein sorting-associated protein 35	9	9					13128		95891.6		13307.8	10266						55274.6			9631.02	5775.66	38716.4			10319.8	7134.38	30106.8	42526.8	10883.3	10724.8	15316.4														15974.8	18869.3
Q96QT6	PHF12_HUMAN	PHF12	PHD finger protein 12	2	2					13789				16653.6	10224.5				10721.7					10068.7	17233.6				9556.66	10413.8				17064.9	15566.5															5981.14
Q96R06	SPAG5_HUMAN	SPAG5	Sperm-associated antigen 5	2	2					4365.79										3197.69			9518.86					4196.76	3224.38				4214.45																	3518.68
Q96RE7	NACC1_HUMAN	NACC1	Nucleus accumbens-associated protein 1	6	6				54915.7	43351.1		4757.32		68493.7	51317.5				36884.2	41815.1				49930.4	32473.4				62340.1	44100.4				36743.9	27294.9				50110.3	21439.9				64867.1	42774.2				84919.1	38918.1
Q96RK0	CIC_HUMAN	CIC	Protein capicua homolog	27	27				66075.9	156584				139433	129726				87631	102401				124742	146559				155873	145407				105675	115858				130060	93357.5				127505	115658				156448	93643.8
Q96RL1	UIMC1_HUMAN	UIMC1	BRCA1-A complex subunit RAP80	6	6				57738.6	154462				73717.5	182469				42693	158957				51858.7	177930				58714.3	184708				53293.2	126480					104255				52062.2	135346				87881.8	147480
Q96RN5	MED15_HUMAN	MED15	Mediator of RNA polymerase II transcription subunit 15	9	9				91250.5	148686				175061	219547				82201	182092				117526	201364		13054.3		175909	281288				148845	224444				111258	119832				112300	270217				169777	215080
Q96RP9	EFGM_HUMAN	GFM1	Elongation factor G, mitochondrial	6	6	7080.57		8592.69	17705.2	15340.8	13595.4	10423.2	14361.7	14752.3	10631.8		11190.3		10785.2		16691.6		18340.6	13248.6	12692.5	13229.8	20759.5	17714.3	13518.6	14884.6	14115.2	15798	18461.4	20626.2	21522.4					17414.2			9458.04			20040.8	13493.9	9944.86	9315.42	16025.7
Q96RQ3	MCCA_HUMAN	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	24	24	4.63347e+07	4.03791e+07	3.74749e+07	3.36928e+07	2.28835e+07	4.0628e+07	2.49808e+07	7.52853e+07	3.31077e+07	2.50406e+07	5.91505e+07	4.88315e+07	1.36941e+07	2.29318e+07	2.7146e+07	5.89026e+06	4.85116e+07	5.2829e+07	1.65246e+07	2.2912e+07	7.92525e+06	4.4097e+07	6.3633e+07	2.9976e+07	1.91787e+07	8.56505e+06	8.2616e+06	3.28493e+07	1.80458e+07	1.77826e+07	8.02068e+07	4.00877e+07	4.48286e+07	3.21949e+07	3.43273e+07	7.46359e+07	5.2189e+07	4.71119e+07	3.43966e+07	3.0207e+07	3.17572e+07	6.22958e+07	4.55239e+07	2.95389e+07	2.37316e+07
Q96RS0	TGS1_HUMAN	TGS1	Trimethylguanosine synthase	1	1									15154.6	15111.8					19286.4									10100.8																				14518.6	7468.05
Q96RT1	ERBIN_HUMAN	ERBIN	Erbin	1	1														1554.97				6415.64		2839.82			5151.23					2785.92		2326.83											2105.56				1619.55
Q96RU2	UBP28_HUMAN	USP28	Ubiquitin carboxyl-terminal hydrolase 28	3	3				5166.66	4034.28				3140.11	4888.71				2525.18		1948.41			2331.75	4780.58		2212.11		1951.93	5016.58				3235.93	4735.94														2201.71	2918.28
Q96S55	WRIP1_HUMAN	WRNIP1	ATPase WRNIP1	9	9		18060.3		116093	118866	18200			138267	113593				106073	104738	21941.7			130181	119877	10194.1	45629.6		151335	117069	19477.4	18885.4		123020	106038				77959.5	71254.8				119656	99709.1	11235.1			139236	102189
Q96S59	RANB9_HUMAN	RANBP9	Ran-binding protein 9	1	1																			83600.3	69161.7					84448.2			70153.4	81692.2																
Q96S66	CLCC1_HUMAN	CLCC1	Chloride channel CLIC-like protein 1	1	1					5947.26					2828.23			119764							7748.34	1858.97	4222.29		4512.85																				4952.7	5869.58
Q96SB4	SRPK1_HUMAN	SRPK1	SRSF protein kinase 1	2	2	21794.6			19926.3	17211.5	11408	20705.5	16843.7	16784.4	8403.28				21782.4	15886.4	15369.9	30445.7	25460.4	17283.9	17553.5	13518	18452.4	18174	16369.6	12656.4	33181	29426.9	20618.5	26958.9	21605.3		16590.2	21216.7	29181.9				21473.2	28990.7		21606.2	22971.8			17537.3
Q96SB8	SMC6_HUMAN	SMC6	Structural maintenance of chromosomes protein 6	1	1				9035.02																4432.05					5235.82				4185.23	6075.74															
Q96SI9	STRBP_HUMAN	STRBP	Spermatid perinuclear RNA-binding protein	5	5				8146.98	7577.57				8842.29	6086.38				8030.57	6480.3		8148.26		8941.73	7509.59		9002.05		6530.23	8206.52		6215.31		6176.21	5958.66					5908.8									8058.04	
Q96ST2	IWS1_HUMAN	IWS1	Protein IWS1 homolog	5	5				51655.9	21548.5				57142.1	32227.6		22951.9		49909	24199.9		24771.8		58900.1	41806.3		26129.9		74323.2	43299.9				54596.3	31360.4				60671.2					67160.7	31795.5		26192.4		77823.1	26247.7
Q96ST3	SIN3A_HUMAN	SIN3A	Paired amphipathic helix protein Sin3a	11	11				52202.3	31882.9				47062.1	25573.3				37168.5	33712.3	12485.7			46616.6	33601.9	13103.3	14833.1		47061.8	35176.2	15479.8	11097.9		49304.6	34875.9				33970.3	25461.1				40429.7	31242.7				40999	27762.5
Q96T23	RSF1_HUMAN	RSF1	Remodeling and spacing factor 1	12	12				130295	130824				156985	110677				128372	126607	51044			139127	124417		40465.7		146210	127006				139231	106972				157509	139706				166760	149093				134714	90541.7
Q96T58	MINT_HUMAN	SPEN	Msx2-interacting protein	40	40				67887.1	162107		11942		152701	123290				108523	162236		38807.1		125242	165498		20400.6		164419	157931				131364	155281				115024	140851				141539	197411				131836	105516
Q96T76	MMS19_HUMAN	MMS19	MMS19 nucleotide excision repair protein homolog	3	3				2723.56	3204.99		6547.37		4755.84	5471.42				4584.35		3797.62			3473.8	2738.48	4297.42	3474.96		3581.22	6218.2			3996.15															5202.22	6568.09	7921.22
Q96T88	UHRF1_HUMAN	UHRF1	E3 ubiquitin-protein ligase UHRF1	4	4	11620.4		7140.49	8648.14	8432.13				6011.73	3363.92				7907.42	4387.12	3961.15			4418.46	7546.66		7250.82		5296.98				9584.09	10917.3	8648.3				16101	11273.7		7336.76		8863.52		6211.44	7457.53	7938.35	9370.4	5971.51
Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2	2	2							76812.9																																						3920.71
Q99081	HTF4_HUMAN	TCF12	Transcription factor 12	12	11				65504.7	70262.8				110378	114873				71186	115351				66263	103572				76434.4	106648				58833.7	72251.8				62449.3	38326.1				71527.1	92357				104857	82057.3
Q99417	MYCBP_HUMAN	MYCBP	c-Myc-binding protein	1	1																			2827.48					5769.55																					
Q99426	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B	2	2			5928.05	9915.84	5940.27	13767	12955.9	11909.3	15707.7					9457.09	15336.8	9106.79		12562.7	5301.96	7160.1	7722.9	9871.78		6561.75	5219.09	14239.4	9577.38	10832.7	6972.99	7787.25	7299.95		5769.17		11576		7350.61				7232.57	9686.65	8134.11	6706.59	5143.47
Q99459	CDC5L_HUMAN	CDC5L	Cell division cycle 5-like protein	10	10				73864	76837.8				106774	67103.2				74612.1	63858.4	40296.3			113276	96345.7	42972	50163.8		148616	91667.8	45771.8	56510.9	19494.2	122080	83595.8				72992.4	57242.4				74641.3	50415.2				119644	61055.5
Q99460	PSMD1_HUMAN	PSMD1	26S proteasome non-ATPase regulatory subunit 1	4	4							32065.1			7532.29						18656.5				2514.96	15239.5				4096.64	13215.8	5006.62			5926.67										9738.47					6848.53
Q99496	RING2_HUMAN	RNF2	E3 ubiquitin-protein ligase RING2	5	4				130586	136014				114632	101601				122236	148514	22055			177695	167998		26146.9		180844	175416			13602.2	224788	177920				88413.8	126669				89160.6	95414.5				86768.3	151164
